,거래소코드,회계년도,종업원1인당부가가치(백만원),종업원수,종업원1인당매출액(백만원),종업원1인당정상영업이익(백만원),종업원1인당순이익(백만원),종업원1인당인건비(백만원),노동장비율,기계장비율,자본집약도,종업원1인당부가가치증가율,종업원수증가율,종업원1인당매출액증가율,종업원1인당인건비증가율,사내유보율,사내유보대자기자본비율,평균배당률,자기자본배당률,배당성향,1주당순자산(원)
0,058820,2011,27.18,135.0,131.49,5.3,-9.37,23.04,71.32,19.75,204.06,340.08,4.65,49.45,-43.16,0.0,-245.87,0.0,0.0,0.0,386.51
1,058820,2012,-0.66,134.0,121.31,-30.19,-51.44,34.91,69.14,18.64,425.29,-102.42,-0.74,-7.75,51.49,0.0,-165.71,0.0,0.0,0.0,643.72
2,058820,2013,51.12,136.0,149.43,6.05,2.47,36.55,66.01,17.77,411.48,0.0,1.49,23.18,4.72,0.0,-106.33,0.0,0.0,0.0,492.83
3,058820,2014,43.08,164.0,138.74,2.72,1.05,34.15,113.9,32.6,354.43,-15.73,20.59,-7.16,-6.59,0.0,-106.65,0.0,0.0,0.0,447.56
4,058820,2015,27.67,156.0,173.35,-16.48,-23.39,39.86,114.25,30.43,362.77,-35.77,-4.88,24.95,16.74,0.0,-120.22,0.0,0.0,0.0,397.6
5,058820,2016,65.74,160.0,206.06,10.82,10.58,41.77,105.51,24.03,693.62,137.58,2.56,18.87,4.78,0.0,-53.95,0.0,0.0,0.0,958.84
6,058820,2017,68.55,200.0,207.68,7.79,14.17,43.93,80.77,17.62,547.84,4.27,25.0,0.78,5.19,0.0,-3.47,0.0,0.0,0.0,830.3
7,058820,2018,75.89,222.0,224.62,11.57,27.32,51.09,0.0,0.0,0.0,10.71,11.0,8.16,16.3,0.0,2.22,0.0,0.0,0.0,880.82
8,058820,2019,78.98,241.0,243.25,10.8,12.66,57.33,0.0,0.0,0.0,4.07,8.56,8.29,12.21,0.0,2.81,0.0,0.0,0.0,1552.77
9,000990,2011,84.5,2567.0,208.15,-15.58,-36.26,51.27,284.94,107.56,461.22,-41.82,5.38,-14.56,-17.54,0.0,-186.59,0.0,0.0,0.0,5132.76
10,000990,2012,104.95,2304.0,253.43,-6.26,-13.94,58.12,287.76,95.01,498.73,24.2,-10.25,21.75,13.36,0.0,-210.36,0.0,0.0,0.0,4444.95
11,000990,2013,92.68,2142.0,230.51,-4.39,-34.19,59.23,280.56,79.53,489.96,-11.69,-7.03,-9.04,1.9,0.0,-36.58,0.0,0.0,0.0,2764.35
12,000990,2014,103.89,1999.0,284.0,22.67,-29.17,63.37,275.62,68.42,501.23,12.09,-6.68,23.21,6.98,0.0,-98.57,0.0,0.0,0.0,1668.22
13,000990,2015,190.92,2004.0,332.63,62.06,63.61,68.47,244.25,83.69,501.83,83.78,0.25,17.12,8.05,0.0,-3.94,0.0,0.0,0.0,5469.77
14,000990,2016,164.37,2047.0,377.69,83.92,42.99,67.19,0.0,0.0,0.0,-13.91,2.15,13.55,-1.87,0.0,20.82,0.0,0.0,0.0,7611.25
15,000990,2017,150.9,1940.0,350.38,73.38,38.35,67.61,0.0,0.0,0.0,-8.2,-5.23,-7.23,0.62,0.0,34.61,4.93,2.48,14.74,9093.33
16,000990,2018,161.92,1955.0,342.34,57.74,48.64,67.46,0.0,0.0,0.0,7.3,0.77,-2.29,-0.22,0.0,49.52,4.88,2.0,11.42,11312.2
17,000990,2019,199.45,1979.0,407.99,91.54,61.22,72.68,0.0,0.0,0.0,23.18,1.23,19.18,7.74,0.0,57.62,6.83,2.36,12.55,13629.91
18,050120,2011,33.59,237.0,175.95,-8.78,-12.38,41.4,5.94,0.0,190.86,14.45,20.3,0.06,9.98,0.0,-7.97,0.0,0.0,0.0,1149.14
19,050120,2012,49.23,236.0,187.2,2.74,2.19,42.01,5.92,0.0,189.31,46.53,-0.42,6.39,1.48,100.0,1.22,0.0,0.0,0.0,1032.9
20,050120,2013,-57.23,0.0,458.23,2.17,-147.49,79.79,9.15,0.0,475.1,-216.25,-57.63,144.79,89.93,0.0,-31.95,0.0,0.0,0.0,1299.09
21,050120,2014,54.87,27.0,1377.34,12.07,-89.35,115.31,23.72,0.0,1663.49,0.0,-73.0,200.58,44.51,0.0,-6.03,0.0,0.0,0.0,1114.16
22,050120,2015,160.59,39.0,945.82,60.78,92.57,64.39,15.29,0.0,1208.3,192.7,44.44,-31.33,-44.16,0.0,8.13,0.0,0.0,0.0,1223.7
23,050120,2016,672.0,30.0,1160.61,78.65,582.3,77.26,155.77,0.0,3482.0,318.45,-23.08,22.71,20.0,0.0,30.22,0.0,0.0,0.0,1754.02
24,050120,2017,127.89,35.0,1060.14,62.0,34.83,67.83,0.0,0.0,0.0,-80.97,16.67,-8.66,-12.2,0.0,31.17,0.0,0.0,0.0,849.07
25,050120,2018,5.9,30.0,1043.63,23.05,-127.87,82.78,0.0,0.0,0.0,-95.39,-14.29,-1.56,22.04,0.0,28.8,0.0,0.0,0.0,792.52
26,050120,2019,-218.62,30.0,950.91,19.59,-424.62,80.92,0.0,0.0,0.0,-3805.31,0.0,-8.88,-2.25,0.0,7.75,0.0,0.0,0.0,632.51
27,097230,2011,130.71,2785.0,831.6,21.35,-41.75,70.97,510.77,33.44,2103.09,-1.74,-19.81,5.62,15.16,0.0,45.63,0.0,0.0,0.0,36993.22
28,097230,2012,185.29,2634.0,752.0,10.85,4.97,78.9,504.9,31.68,2254.41,41.75,-5.42,-9.57,11.17,0.0,45.51,0.0,0.0,0.0,38321.53
29,097230,2013,77.39,2758.0,698.81,-39.56,-77.13,97.21,473.99,27.6,2117.34,-58.23,4.71,-7.07,23.19,0.0,35.36,0.0,0.0,0.0,27798.39
30,097230,2014,94.81,2544.0,707.16,-41.76,-88.73,105.45,480.42,26.62,2150.08,22.51,-7.76,1.2,8.48,0.0,22.77,0.0,0.0,0.0,21486.44
31,097230,2015,64.98,2632.0,775.59,-37.16,-98.83,102.22,451.03,23.31,1762.3,-31.46,3.46,9.68,-3.07,0.0,0.92,0.0,0.0,0.0,13381.64
32,097230,2016,31.14,2473.0,779.86,19.94,-135.23,88.56,0.0,0.0,0.0,-52.07,-6.04,0.55,-13.36,0.0,-49.53,0.0,0.0,0.0,8619.82
33,097230,2017,25.21,2493.0,696.92,34.77,-119.95,81.36,261.26,13.51,1328.64,-19.06,0.81,-10.63,-8.12,0.0,-126.79,0.0,0.0,0.0,5267.71
34,097230,2018,-292.72,2271.0,771.01,-29.06,-424.25,79.98,0.0,0.0,0.0,-1261.31,-8.9,10.63,-1.7,0.0,0.0,0.0,0.0,0.0,0.0
35,097230,2019,144.82,2016.0,798.38,38.22,-36.53,85.28,0.0,0.0,0.0,0.0,-11.23,3.55,6.64,0.0,-523.14,0.0,0.0,0.0,2740.1
36,023150,2011,238.36,51.0,847.2,135.45,65.72,75.89,689.66,18.92,2665.24,-8.11,-3.77,3.69,-0.21,0.0,85.36,0.0,0.0,0.0,7410.89
37,023150,2012,220.69,52.0,874.78,125.36,49.46,76.2,661.98,14.56,2676.94,-7.41,1.96,3.26,0.41,0.0,85.99,0.0,0.0,0.0,7783.36
38,023150,2013,-198.03,51.0,907.81,189.22,-227.98,78.89,667.74,10.79,2402.37,-189.73,-1.92,3.78,3.53,0.0,82.42,0.0,0.0,0.0,6130.55
39,023150,2014,208.12,53.0,924.22,165.03,87.14,82.42,671.64,31.87,1608.56,0.0,3.92,1.81,4.47,0.0,82.1,32.1,2.81,31.95,6296.3
40,023150,2015,350.06,47.0,1072.05,236.05,164.78,93.27,778.27,45.25,1674.28,68.2,-11.32,15.99,13.16,0.0,84.97,39.59,3.16,23.49,6934.94
41,023150,2016,392.63,43.0,1137.14,276.21,189.18,112.54,860.18,47.99,1675.0,12.16,-8.51,6.07,20.67,0.0,86.9,47.05,3.42,26.58,7668.54
42,023150,2017,310.05,48.0,1005.63,217.77,122.98,102.8,0.0,0.0,0.0,-21.03,11.63,-11.56,-8.66,0.0,90.08,52.54,3.73,40.91,7815.54
43,023150,2018,320.95,50.0,938.86,180.57,131.07,109.2,0.0,0.0,0.0,3.51,4.17,-6.64,6.22,0.0,99.39,51.08,3.43,35.83,8335.92
44,023150,2019,108.44,47.0,999.84,166.57,-106.49,126.11,0.0,0.0,0.0,-66.21,-6.0,6.49,15.49,0.0,101.53,49.56,3.83,0.0,7140.62
45,002360,2011,130.47,109.0,1584.89,45.76,29.03,72.13,293.03,120.01,939.3,561.77,-1.8,17.01,2.04,0.0,4.5,0.0,0.0,0.0,573.04
46,002360,2012,117.54,112.0,1713.46,25.67,9.64,78.98,284.79,119.73,915.11,-9.91,2.75,8.11,9.49,0.0,6.05,0.0,0.0,0.0,575.79
47,002360,2013,161.43,116.0,1980.89,62.1,41.74,91.47,268.24,112.79,948.14,37.34,3.57,15.61,15.82,100.0,12.26,2.98,2.38,34.36,601.06
48,002360,2014,241.4,140.0,1621.22,144.82,111.21,84.29,216.82,90.48,779.27,49.54,20.69,-18.16,-7.85,100.0,26.39,8.95,5.98,32.05,691.41
49,002360,2015,239.01,146.0,1464.95,156.85,86.57,103.14,221.1,94.6,781.15,-0.99,4.29,-9.64,22.35,100.0,31.84,8.75,5.38,38.61,759.82
50,002360,2016,266.29,148.0,1448.51,159.46,118.74,99.66,0.0,0.0,0.0,11.42,1.37,-1.12,-3.37,100.0,39.53,10.94,5.92,34.71,861.64
51,002360,2017,184.19,148.0,1247.79,89.12,60.17,93.21,207.04,88.11,832.85,-30.83,0.0,-13.86,-6.48,100.0,40.46,8.56,4.51,53.55,901.92
52,002360,2018,127.24,156.0,1158.67,18.02,17.74,93.24,0.0,0.0,0.0,-30.92,5.41,-7.14,0.03,100.0,39.13,4.57,2.45,92.13,904.99
53,002360,2019,82.02,158.0,874.44,-14.96,-19.95,91.7,0.0,0.0,0.0,-35.54,1.28,-24.53,-1.65,0.0,35.02,0.0,0.0,0.0,867.69
54,009160,2011,185.78,257.0,832.17,106.55,82.48,68.96,239.68,39.19,1155.46,10.84,11.74,5.98,7.34,0.0,20.24,18.58,1.73,12.75,5227.86
55,009160,2012,165.47,275.0,814.02,92.04,81.88,65.75,233.39,45.03,1117.7,-10.93,7.0,-2.18,-4.65,100.0,17.53,18.58,1.52,12.0,5979.67
56,009160,2013,159.27,277.0,738.37,85.71,69.3,63.41,232.03,47.67,1262.95,-3.75,0.73,-9.29,-3.56,100.0,14.48,14.86,1.09,11.26,6688.31
57,009160,2014,114.89,305.0,745.87,61.43,33.5,66.13,223.93,42.75,1079.76,-27.86,10.11,1.02,4.29,100.0,11.14,14.86,1.06,21.15,6901.02
58,009160,2015,163.89,296.0,720.11,79.83,65.7,72.36,238.62,53.4,1247.8,42.65,-2.95,-3.45,9.42,100.0,14.09,22.34,1.48,16.7,7408.57
59,009160,2016,149.73,306.0,705.36,69.95,53.74,68.92,0.0,0.0,0.0,-8.64,3.38,-2.05,-4.76,100.0,12.76,18.23,1.16,16.12,7746.68
60,009160,2017,109.55,305.0,666.07,45.81,23.39,58.28,0.0,0.0,0.0,-26.84,-0.33,-5.57,-15.44,100.0,8.35,13.68,0.89,27.89,7591.43
61,009160,2018,189.48,500.0,537.73,14.43,124.76,47.31,0.0,0.0,0.0,72.97,63.93,-19.27,-18.82,100.0,17.66,11.1,0.88,5.82,13925.81
62,009160,2019,103.31,491.0,798.31,17.19,23.44,57.12,0.0,0.0,0.0,-45.48,-1.8,48.46,20.73,100.0,15.52,11.1,0.87,31.57,6320.45
63,100840,2011,-27.57,184.0,1061.51,-35.85,-22.59,0.0,666.06,31.4,1502.78,-239.21,2.22,-10.68,0.0,0.0,76.67,0.0,0.0,0.0,22041.59
64,100840,2012,-20.06,195.0,1183.12,77.6,46.6,-64.84,627.13,29.02,1501.55,0.0,5.98,11.46,0.0,0.0,72.32,40.0,0.77,15.59,25109.67
65,100840,2013,172.94,209.0,960.53,80.4,77.46,69.02,575.92,19.65,1491.27,0.0,7.18,-18.81,0.0,0.0,74.22,60.0,1.07,13.13,27059.53
66,100840,2014,146.43,218.0,1113.52,63.2,51.67,71.84,550.41,19.18,1396.84,-15.33,4.31,15.93,4.1,0.0,75.09,0.0,1.71,31.45,28251.49
67,100840,2015,231.45,232.0,1121.1,146.2,116.51,69.71,511.7,15.31,1362.91,58.07,6.42,0.68,-2.97,0.0,77.63,0.0,1.53,13.11,31655.59
68,100840,2016,96.56,218.0,1165.55,5.48,7.61,73.33,0.0,0.0,0.0,-58.28,-6.03,3.97,5.19,0.0,77.51,0.0,0.0,0.0,32005.38
69,100840,2017,116.38,195.0,944.06,98.47,23.5,74.45,0.0,0.0,0.0,20.53,-10.55,-19.0,1.52,0.0,78.47,3.0,0.05,0.0,32637.65
70,100840,2018,89.45,190.0,734.3,-9.96,9.61,72.61,0.0,0.0,0.0,-23.14,-2.56,-22.22,-2.48,0.0,80.13,2.87,0.05,0.0,31417.76
71,100840,2019,178.5,191.0,1061.9,76.86,76.33,74.33,604.9,7.53,1735.03,99.55,0.53,44.61,2.37,100.0,81.39,153.33,2.34,39.47,31763.64
72,036530,2011,-343.61,9.0,250.87,-471.12,640.7,119.11,16.73,0.0,43124.89,-320.08,0.0,9.15,-7.09,0.0,70.91,76.79,1.52,102.03,25589.88
73,036530,2012,1111.38,9.0,968.7,743.95,1001.24,183.09,11.14,0.0,43218.3,0.0,0.0,286.13,53.71,0.0,71.43,75.84,1.5,64.48,25648.17
74,036530,2013,1102.71,8.0,1103.35,865.42,1002.29,185.71,6.83,0.0,49667.02,-0.78,-11.11,13.9,1.43,0.0,70.47,55.61,1.07,53.13,26305.42
75,036530,2014,935.42,8.0,962.74,745.77,861.45,162.71,9.43,0.0,49905.55,-15.17,0.0,-12.74,-12.38,0.0,70.78,41.78,0.8,43.21,26512.18
76,036530,2015,4584.28,8.0,1059.39,839.94,3470.72,171.82,6.91,0.0,53823.0,390.08,0.0,10.04,5.6,0.0,72.73,51.54,0.96,13.81,27186.59
77,036530,2016,826.42,8.0,1227.27,999.99,865.4,171.14,0.0,0.0,0.0,-81.97,0.0,15.85,-0.4,0.0,72.56,68.11,1.3,79.84,26602.96
78,036530,2017,629.31,7.0,1059.7,771.7,596.06,235.58,0.0,0.0,0.0,-23.85,-12.5,-13.65,37.66,0.0,72.48,41.84,0.8,75.7,26640.36
79,036530,2018,686.43,10.0,729.21,539.2,621.81,145.97,0.0,0.0,0.0,9.08,42.86,-31.19,-38.04,0.0,73.84,75.52,1.49,101.44,25529.46
80,036530,2019,1060.11,10.0,1101.59,899.15,924.43,156.69,0.0,0.0,0.0,54.44,0.0,51.07,7.35,0.0,75.51,90.73,1.82,81.97,25102.61
81,011810,2011,604.15,392.0,10646.42,157.43,215.96,121.03,185.72,0.0,8424.1,75.37,-39.04,114.48,-14.09,0.0,39.81,9.78,1.26,17.33,18999.5
82,011810,2012,245.75,375.0,10978.05,47.29,-63.63,99.18,185.59,0.0,8605.01,-59.32,-4.34,3.11,-18.06,0.0,37.31,4.83,0.65,0.0,18312.68
83,011810,2013,-8579.16,177.0,10706.57,-379.85,-9299.51,141.36,351.14,0.0,6138.8,-3591.06,-52.8,-2.47,42.54,0.0,0.0,0.0,0.0,0.0,0.0
84,011810,2014,3148.77,124.0,10414.12,188.82,2697.48,91.31,460.65,0.0,8632.52,0.0,-29.94,-2.73,-35.41,0.0,-1640.26,0.0,0.0,0.0,219.97
85,011810,2015,-56.79,127.0,10725.41,-128.63,-420.86,82.91,422.94,0.0,8327.11,-101.8,2.42,2.99,-9.2,0.0,-39.51,0.0,0.0,0.0,2252.41
86,011810,2016,-3405.1,120.0,12213.01,-881.5,-3801.25,81.02,256.65,0.0,5230.72,0.0,-5.51,13.87,-2.28,0.0,0.0,0.0,0.0,0.0,0.0
87,011810,2017,3081.66,119.0,13407.51,253.53,2825.03,77.86,249.0,0.0,4373.05,0.0,-0.83,9.78,-3.9,0.0,-270.21,0.0,0.0,0.0,267.53
88,011810,2018,256.69,110.0,12089.91,-62.75,45.67,87.1,0.0,0.0,0.0,-91.67,-7.56,-9.83,11.87,0.0,10.78,0.0,0.0,0.0,3137.81
89,011810,2019,-130.09,116.0,10671.34,-118.08,-320.19,81.38,0.0,0.0,0.0,-150.68,5.45,-11.73,-6.57,0.0,-61.63,0.0,0.0,0.0,2468.71
90,002710,2011,150.44,315.0,1450.57,39.92,21.68,86.8,235.44,58.92,1294.42,-11.04,-2.78,14.04,2.23,0.0,45.48,19.97,1.55,32.15,12399.0
91,002710,2012,138.71,319.0,1381.09,36.6,13.19,81.06,221.63,60.13,1375.06,-7.8,1.27,-4.79,-6.61,100.0,43.11,16.93,1.37,44.66,11937.39
92,002710,2013,119.25,311.0,1348.82,26.84,1.26,76.7,229.12,67.09,1428.31,-14.03,-2.51,-2.34,-5.38,0.0,41.41,10.18,0.87,212.56,11404.73
93,002710,2014,125.09,306.0,1311.51,35.52,3.34,79.51,224.65,64.72,1507.51,4.9,-1.61,-2.77,3.67,0.0,40.07,9.91,0.9,86.32,10806.28
94,002710,2015,-405.01,281.0,1245.82,51.85,-498.52,88.56,180.17,65.39,1176.7,-423.77,-8.17,-5.01,11.37,0.0,-77.19,0.0,0.0,0.0,3620.42
95,002710,2016,193.52,277.0,1145.25,47.98,55.84,83.08,0.0,0.0,0.0,0.0,-1.42,-8.07,-6.18,100.0,3.92,0.0,0.0,0.0,4017.03
96,002710,2017,107.23,283.0,1179.37,23.89,-8.23,79.22,0.0,0.0,0.0,-44.59,2.17,2.98,-4.65,100.0,2.38,0.0,0.0,0.0,3882.92
97,002710,2018,159.09,277.0,1268.24,58.87,27.31,94.56,0.0,0.0,0.0,48.36,-2.12,7.53,19.37,100.0,7.28,7.64,1.74,22.56,4197.84
98,002710,2019,153.51,275.0,1233.94,46.03,7.26,98.02,162.25,56.99,982.78,-3.51,-0.72,-2.7,3.65,100.0,6.27,2.86,0.66,32.07,4207.54
99,079940,2011,78.63,191.0,176.93,20.59,17.08,42.9,37.51,0.14,195.27,-2.12,23.23,5.21,6.5,100.0,77.31,5.76,1.51,11.25,1757.21
100,079940,2012,82.08,211.0,182.38,13.98,27.19,47.91,112.56,9.2,245.48,4.4,10.47,3.08,11.68,0.0,0.0,0.0,0.0,0.0,2218.76
101,079940,2013,73.94,228.0,177.67,13.31,16.61,44.71,99.71,7.5,228.74,-9.91,8.06,-2.59,-6.67,100.0,79.33,3.85,0.74,6.78,2479.95
102,079940,2014,78.67,247.0,177.76,13.97,12.46,47.7,90.34,5.68,226.66,6.39,8.33,0.05,6.68,100.0,79.74,3.85,0.68,8.47,2492.21
103,079940,2015,85.65,262.0,184.91,17.3,16.37,50.62,84.77,4.16,220.07,8.88,6.07,4.02,6.11,100.0,81.04,5.78,0.92,9.12,2839.91
104,079940,2016,86.32,268.0,184.44,14.86,13.22,55.91,0.0,0.0,0.0,0.78,2.29,-0.25,10.46,100.0,82.65,5.78,0.86,11.03,3075.07
105,079940,2017,82.96,275.0,190.42,11.55,9.07,57.34,0.0,0.0,0.0,-3.89,2.61,3.24,2.56,100.0,83.08,5.78,0.82,15.68,3275.24
106,079940,2018,88.59,280.0,197.13,14.66,9.87,61.6,0.0,0.0,0.0,6.79,1.82,3.53,7.44,100.0,84.14,5.78,0.78,14.15,3478.77
107,079940,2019,106.83,277.0,210.3,17.65,16.8,65.02,0.0,0.0,0.0,20.59,-1.07,6.68,5.55,100.0,85.34,7.7,0.96,11.2,3913.69
108,399720,2018,,,,,,,,,,,,,,,,,,,
109,399720,2019,,,,,,,,,,,,,,,,,,,
110,217730,2013,,,,,,,,,,,,,,,,,,,
111,217730,2014,,,,,,,,,,,,,,,,,,,
112,217730,2015,-46.46,62.0,23.95,-82.66,-92.81,21.97,48.06,8.13,402.95,0.0,0.0,0.0,0.0,0.0,-75.84,0.0,0.0,0.0,1475.23
113,217730,2016,-64.44,79.0,10.67,-115.41,-105.07,60.4,37.61,6.29,600.53,0.0,27.42,-55.45,174.96,0.0,-106.22,0.0,0.0,0.0,1572.78
114,217730,2017,-28.32,75.0,71.92,-148.43,-144.74,73.66,0.0,0.0,0.0,0.0,-5.06,574.18,21.95,0.0,-142.95,0.0,0.0,0.0,1640.93
115,217730,2018,-67.1,89.0,11.25,-118.26,-151.7,64.68,0.0,0.0,0.0,0.0,18.67,-84.36,-12.19,0.0,-107.81,0.0,0.0,0.0,2735.76
116,217730,2019,-162.1,102.0,2.77,-190.31,-245.11,72.19,0.0,0.0,0.0,0.0,14.61,-75.41,11.62,0.0,-108.25,0.0,0.0,0.0,3350.65
117,035250,2011,249.03,3145.0,401.8,159.31,125.09,77.82,378.87,76.94,868.13,-5.6,2.14,-5.81,6.31,0.0,17.36,172.7,8.11,46.96,9785.09
118,035250,2012,217.91,3184.0,406.06,130.9,93.12,85.73,412.08,85.65,915.64,-12.5,1.24,1.06,10.17,100.0,12.44,143.09,6.42,51.62,10423.59
119,035250,2013,225.46,3657.0,371.04,108.99,80.16,88.94,355.83,71.53,849.17,3.47,14.86,-8.62,3.74,0.0,11.69,138.36,5.86,50.49,11105.43
120,035250,2014,250.61,3591.0,415.56,146.57,101.31,79.51,346.21,64.88,941.37,11.15,-1.8,12.0,-10.6,0.0,12.46,161.1,6.34,47.37,11890.24
121,035250,2015,276.6,3620.0,450.55,166.82,118.91,81.68,337.23,58.93,1018.8,10.37,0.81,8.42,2.74,0.0,15.17,185.74,6.63,46.16,13081.8
122,035250,2016,286.0,3629.0,466.95,172.19,125.38,85.21,331.17,52.16,1095.61,3.4,0.25,3.64,4.32,0.0,13.99,187.63,6.17,44.11,14265.66
123,035250,2017,273.92,3693.0,434.04,145.09,118.36,86.41,314.86,45.29,1132.56,-4.22,1.76,-7.05,1.41,0.0,12.83,187.63,5.73,45.92,15425.13
124,035250,2018,162.95,5194.0,276.48,83.72,57.24,63.52,0.0,0.0,0.0,-40.51,40.64,-36.3,-26.49,0.0,7.99,170.58,5.09,61.37,15908.84
125,035250,2019,176.15,5147.0,294.85,97.67,65.2,56.36,0.0,0.0,0.0,8.1,-0.9,6.65,-11.28,100.0,8.46,170.58,4.91,54.37,16511.7
126,114190,2012,185.75,101.0,1054.17,114.96,88.86,72.97,41.72,9.77,883.74,0.0,0.0,0.0,0.0,100.0,54.5,11.95,1.75,7.06,3259.06
127,114190,2013,109.44,112.0,452.33,28.88,35.02,63.0,37.52,7.72,646.8,-41.08,10.89,-57.09,-13.65,100.0,48.84,6.0,0.83,9.69,3518.53
128,114190,2014,57.9,147.0,350.21,11.06,7.64,48.96,66.28,6.86,456.04,-47.1,31.25,-22.58,-22.29,0.0,44.42,0.0,0.0,0.0,3385.56
129,114190,2015,68.96,133.0,367.31,6.6,6.66,55.39,72.98,6.66,608.56,19.1,-9.52,4.88,13.14,0.0,42.45,0.0,0.0,0.0,3493.79
130,114190,2016,70.74,126.0,352.77,-7.16,-6.05,57.09,0.0,0.0,0.0,2.59,-5.26,-3.96,3.07,0.0,41.93,0.0,0.0,0.0,3431.81
131,114190,2017,5.21,137.0,606.66,-39.57,-45.92,51.92,0.0,0.0,0.0,-92.63,8.73,71.97,-9.05,0.0,34.47,0.0,0.0,0.0,3032.35
132,114190,2018,97.22,119.0,721.89,4.47,16.62,57.24,0.0,0.0,0.0,1765.88,-13.14,18.99,10.23,0.0,38.55,0.0,0.0,0.0,3180.1
133,114190,2019,-210.49,107.0,397.66,-160.29,-312.72,70.7,79.53,17.25,515.01,-316.51,-10.08,-44.91,23.52,0.0,-65.15,0.0,0.0,0.0,1156.05
134,011420,2011,403.72,37.0,863.01,139.23,81.1,84.1,7.13,0.0,1100.32,21.88,12.12,-33.31,-4.11,0.0,-7.82,0.0,0.0,0.0,659.86
135,011420,2012,243.03,40.0,934.96,39.97,5.6,81.06,6.1,0.0,1004.25,-39.8,8.11,8.34,-3.62,0.0,-6.74,0.0,0.0,0.0,979.07
136,011420,2013,78.57,50.0,618.07,13.05,-28.41,63.73,5.16,0.0,683.18,-67.67,25.0,-33.89,-21.38,0.0,-13.86,0.0,0.0,0.0,954.81
137,011420,2014,53.97,63.0,524.25,-8.13,-14.78,56.77,2.7,0.0,643.31,-31.31,26.0,-15.18,-10.92,0.0,-17.29,0.0,0.0,0.0,941.98
138,011420,2015,109.86,93.0,578.33,27.76,27.7,58.82,4.61,0.0,722.54,103.56,47.62,10.32,3.61,0.0,-2.9,0.0,0.0,0.0,2148.54
139,011420,2016,46.85,107.0,426.78,-30.14,-14.6,58.3,4.38,0.0,521.73,-57.35,15.05,-26.2,-0.89,0.0,-9.03,0.0,0.0,0.0,1532.92
140,011420,2017,-2.19,126.0,293.0,-26.43,-46.82,43.35,0.0,0.0,0.0,-104.67,17.76,-31.35,-25.64,0.0,-24.57,0.0,0.0,0.0,1384.41
141,011420,2018,-86.5,111.0,198.47,-60.25,-141.24,50.15,0.0,0.0,0.0,0.0,-11.9,-32.26,15.69,0.0,-95.64,0.0,0.0,0.0,922.65
142,011420,2019,27.17,121.0,237.46,-6.42,-11.37,38.79,0.0,0.0,0.0,0.0,9.01,19.64,-22.65,0.0,-123.88,0.0,0.0,0.0,743.03
143,002100,2011,93.54,308.0,391.97,26.67,10.24,58.26,153.04,7.35,573.84,-18.7,-4.94,-11.22,1.17,0.0,1.98,13.53,1.01,46.54,6524.64
144,002100,2012,106.67,306.0,428.17,45.73,21.54,56.23,167.9,6.91,664.93,14.04,-0.65,9.24,-3.47,0.0,5.24,11.95,0.86,19.68,6785.94
145,002100,2013,136.64,311.0,447.71,52.75,44.22,58.04,157.91,5.44,691.28,28.09,1.63,4.56,3.21,0.0,10.92,19.92,1.33,15.71,7173.59
146,002100,2014,113.31,340.0,396.49,41.29,27.27,57.59,162.55,3.88,679.03,-17.07,9.32,-11.44,-0.76,0.0,15.14,19.47,1.25,22.78,7465.11
147,002100,2015,106.01,346.0,397.71,26.37,18.75,60.47,167.92,7.29,766.21,-6.44,1.76,0.31,4.99,0.0,17.7,23.06,1.45,38.54,7634.43
148,002100,2016,112.52,335.0,427.49,21.57,17.23,68.41,0.0,0.0,0.0,6.14,-3.18,7.49,13.12,0.0,19.71,43.65,2.68,82.03,7742.53
149,002100,2017,133.95,338.0,423.59,26.86,34.14,67.94,0.0,0.0,0.0,19.05,0.9,-0.91,-0.69,0.0,23.34,48.59,2.88,45.67,8014.73
150,002100,2018,134.87,350.0,417.76,43.37,27.47,67.45,0.0,0.0,0.0,0.69,3.55,-1.38,-0.71,0.0,30.49,41.18,2.39,46.46,8237.02
151,002100,2019,121.06,362.0,418.07,32.46,19.51,68.46,175.89,5.14,820.99,-10.24,3.43,0.07,1.5,0.0,31.24,36.24,2.06,55.65,8437.04
152,009450,2011,71.81,699.0,455.32,18.0,13.51,45.84,91.87,7.53,320.99,13.84,6.88,7.01,7.46,100.0,5.57,9.79,0.87,13.21,10632.86
153,009450,2012,69.76,784.0,435.38,14.79,11.75,47.38,86.52,6.32,324.78,-2.86,12.16,-4.38,3.35,0.0,6.49,9.91,0.83,13.7,11288.5
154,009450,2013,77.39,722.0,514.68,20.5,12.81,49.91,108.9,5.66,417.56,10.93,-7.91,18.21,5.34,0.0,7.46,9.91,0.78,13.65,12013.79
155,009450,2014,73.76,763.0,501.17,21.07,11.9,47.71,171.19,19.74,433.93,-4.68,5.68,-2.63,-4.4,0.0,6.94,9.91,0.75,13.9,12490.42
156,009450,2015,96.07,797.0,562.49,26.1,24.24,53.66,168.29,24.45,407.59,30.24,4.46,12.23,12.48,0.0,12.91,9.91,0.68,6.53,13861.07
157,009450,2016,100.38,911.0,555.52,40.15,31.43,50.08,150.18,23.96,381.61,4.48,14.3,-1.24,-6.68,0.0,14.87,14.86,0.9,6.61,15755.85
158,009450,2017,90.61,975.0,584.43,32.84,16.71,59.7,0.0,0.0,0.0,-9.73,7.03,5.2,19.21,0.0,8.09,19.82,1.14,15.5,16611.9
